PaperID,NSF_Award_Number,Type,Diff_ZScore,AwardNumber,DOI,DocType,Year,Date,JournalID,ConferenceSeriesID,Citation_Count,C10,Reference_Count,C5,Team_Size,Institution_Count,Disruption,Atyp_10pct_Z,Atyp_Pairs,Atyp_Median_Z,SB_B,SB_T,Patent_Count,Newsfeed_Count,Tweet_Count,NCT_Count,NIH_Count,NSF_Count,WSB_mu,WSB_sigma,WSB_Cinf,JournalTitle,PaperTitle,BookTitle,Publisher,Volume,Issue,FirstPage,LastPage,OriginalVenue,FamilyID,RetractionType
3004564363,NSF-1735282,First,NA,1735282,10.1109/PVSC40753.2019.8981324,Conference,2019,6/16/19,NA,2622648920,5,NA,8,NA,4,1,-0.003649635,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Design Considerations for Agrophotovoltaic Systems: Maintaining PV Area with Increased Crop Yield,,IEEE,NA,NA,0668,0672,photovoltaic specialists conference,NA,
3004586805,NSF-1735252,First,NA,1735252,10.1364/OL.379732,Journal,2020,3/15/20,134390580,NA,2,NA,26,NA,7,2,-0.000629723,-21.24671885,83,110.4772045,0,0,0,0,0,0,2,2,NA,NA,NA,Optics Letters,Harmonically decoupled gradient light interference microscopy (HD-GLIM).,,Optical Society of America,45,6,1487,1490,Optics Letters,NA,
3004690022,NSF-1735095,First,NA,1735095,10.24251/HICSS.2020.336,Conference,2020,1/7/20,NA,1164519180,3,NA,21,NA,4,1,4.08513419665836e-05,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,YouTube Children’s Videos: Development of a Genre under Algorithm,HICSS,Hawaii International Conference on System Sciences,NA,NA,1,10,hawaii international conference on system sciences,NA,
3004812255,NSF-1449617,First,NA,1449617,10.1016/J.SCITOTENV.2020.137113,Journal,2020,5/10/20,86852077,NA,12,NA,43,NA,7,2,-0.002170374,-13.08025415,360,101.4252612,0,0,0,0,2,0,0,1,NA,NA,NA,Science of The Total Environment,The response of stream ecosystems in the Adirondack region of New York to historical and future changes in atmospheric deposition of sulfur and nitrogen,,Elsevier,716,NA,137113,,Science of The Total Environment,NA,
3004821608,NSF-1545399,First,NA,1545399,10.1089/TEN.TEC.2019.0333,Journal,2020,3/18/20,190192123,NA,3,NA,43,NA,5,1,-0.000566786,-8.0339047,360,47.39542226,0,0,0,0,0,0,2,1,NA,NA,NA,Tissue Engineering Part C-methods,Fabrication of bioactive inverted colloidal crystal scaffolds using expanded polystyrene beads.,,Tissue Eng Part C Methods,26,3,143,155,Tissue Engineering Part C-methods,NA,
3004859647,NSF-1633831,First,NA,1633831,10.1088/1748-9326/AB724A,Journal,2020,3/6/20,139338987,NA,5,NA,81,NA,13,5,-0.000137737,-3.844542619,722,103.1475737,0,0,0,0,0,0,0,1,NA,NA,NA,Environmental Research Letters,Below-surface water mediates the response of African forests to reduced rainfall,,IOP Publishing,15,3,034063,,Environmental Research Letters,NA,
3004880962,NSF-1922658,Second,0.145543826,1922658,,Repository,2020,2/10/20,2597173376,NA,7,NA,34,NA,5,NA,-3.98E-05,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,arXiv: Learning,Be Like Water: Robustness to Extraneous Variables Via Adaptive Feature Normalization.,,,NA,NA,,,arXiv: Learning,NA,
3004928194,NSF-1735362,First,NA,1735362,10.1002/PAN3.10069,,2020,3/1/20,NA,NA,2,NA,30,NA,3,4,0,NA,NA,NA,NA,NA,0,0,0,0,0,4,NA,NA,NA,NA,Convergence science in the Anthropocene: Navigating the known and unknown,,"John Wiley & Sons, Ltd",2,1,96,102,People and Nature,NA,
3005097660,NSF-1449785,First,NA,1449785,10.1016/J.CALPHAD.2020.101994,Journal,2020,12/1/20,179640588,NA,5,NA,62,NA,6,3,-2.01E-05,-19.03522341,417,11.88450164,0,0,0,0,0,0,0,1,NA,NA,NA,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Statistical approach for automated weighting of datasets: Application to heat capacity data,,Mendeley,71,NA,101994,,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,NA,
3005151506,NSF-1545399,First,NA,1545399,10.1002/ADHM.201901556,Journal,2020,2/4/20,2500736452,NA,4,NA,60,NA,2,1,-0.000133191,-31.84929325,677,75.75025112,0,0,0,0,3,0,2,1,NA,NA,NA,Advanced Healthcare Materials,Thermoresponsive Inverted Colloidal Crystal Hydrogel Scaffolds for Lymphoid Tissue Engineering.,,"John Wiley & Sons, Ltd",9,6,1901556,,Advanced Healthcare Materials,NA,
3005181884,NSF-1545177,Second,1.740659297,1545177,10.1177/1075547020903057,Journal,2020,2/6/20,30803906,NA,4,NA,9,NA,3,2,0.009195402,NA,NA,NA,0,0,0,0,11,0,0,1,NA,NA,NA,Science Communication,A Scale to Measure Science Communication Training Effectiveness,,"SAGE PublicationsSage CA: Los Angeles, CA",42,1,90,111,Science Communication,NA,
3005251525,NSF-1144423,Crossref,NA,1144423,10.1029/2019JG005170,Journal,2020,2/1/20,207178839,NA,5,NA,44,NA,3,2,-0.000317393,8.269907465,238,130.1182498,0,0,0,0,0,0,0,2,NA,NA,NA,Journal of Geophysical Research,Climate-Driven Changes in Dissolved Organic Carbon and Water Clarity in Arctic Lakes of West Greenland,,"John Wiley & Sons, Ltd",125,2,,,Journal of Geophysical Research,NA,
3005339273,NSF-1632976,First,NA,1632976,10.1091/MBC.E19-11-0614,Journal,2020,7/21/20,188085164,NA,6,NA,37,NA,7,2,-0.000130319,-27.06064961,260,154.4973916,0,0,0,0,5,0,2,1,NA,NA,NA,Molecular Biology of the Cell,Quantifying topography-guided actin dynamics across scales using optical flow.,,Mol Biol Cell,31,16,1753,1764,Molecular Biology of the Cell,NA,
3005438072,NSF-1545399,First,NA,1545399,10.1016/J.SCITOTENV.2020.137097,Journal,2020,5/10/20,86852077,NA,3,NA,47,NA,6,1,-8.22E-05,-43.55593936,635,11.35781669,0,0,0,0,0,0,0,1,NA,NA,NA,Science of The Total Environment,Rapid capture and SERS detection of triclosan using a silver nanoparticle core - protein satellite substrate.,,Sci Total Environ,716,NA,137097,,Science of The Total Environment,NA,
3005484627,NSF-1450032,First,NA,1450032,10.14814/PHY2.14363,Journal,2020,2/1/20,91696817,NA,7,NA,45,NA,2,1,-0.000364343,-1.189020975,334,84.52778432,0,0,0,0,0,0,0,1,NA,NA,NA,Physiological Reports,Vasoactive intestinal peptide regulates ileal goblet cell production in mice,,"John Wiley & Sons, Ltd",8,3,,,Physiological Reports,NA,
3005488810,NSF-1735282,First,NA,1735282,10.1109/PVSC40753.2019.8980637,Conference,2019,6/16/19,NA,2622648920,0,NA,17,NA,3,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Photoluminescence Excitation Spectroscopy Characterization of Surface and Bulk Quality for Early-Stage Potential of Material Systems,,IEEE,NA,NA,0377,0381,photovoltaic specialists conference,NA,
3005538287,NSF-1068864,Crossref,NA,1068864,10.1088/1748-9326/AB7667,Journal,2020,4/23/20,139338987,NA,3,NA,42,NA,2,2,-0.000315623,-34.40634268,128,49.53269594,0,0,0,4,2,0,0,1,NA,NA,NA,Environmental Research Letters,The global climate value of offshore wind energy,,IOP Publishing,15,5,054003,,Environmental Research Letters,NA,
3005588150,NSF-1807047,First,NA,1807047,10.1007/978-3-030-11743-6_8-1,Journal,2019,1/1/19,94908168,NA,3,NA,208,NA,1,NA,-7.55E-06,-5.044702816,4925,10.73883019,0,0,0,0,2,0,0,3,NA,NA,NA,Higher Education,Evaluation and Decision Making in Higher Education: Toward Equitable Repertoires of Faculty Practice,,,NA,NA,,,Higher Education,NA,
3005672113,NSF-1545261,First,NA,1545261,10.3390/RS12030565,Journal,2020,2/8/20,43295729,NA,6,NA,82,NA,6,NA,-0.000536001,-7.959035476,1191,43.2554972,0,0,0,0,32,0,0,4,NA,NA,NA,Remote Sensing,Broad-Scale Weather Patterns Encountered during Flight Influence Landbird Stopover Distributions,,Multidisciplinary Digital Publishing Institute,12,3,565,,Remote Sensing,NA,
3005706036,NSF-1069157,Crossref,NA,1069157,10.1111/1365-2435.13547,Journal,2020,5/1/20,174303711,NA,4,NA,61,NA,4,2,-3.11E-05,-7.399733956,912,82.62060998,0,0,0,0,0,0,0,2,NA,NA,NA,Functional Ecology,"Habitat specific effects of bark on wood decomposition: influences of fragmentation, nitrogen concentration, and microbial community composition",,"John Wiley & Sons, Ltd",34,5,1123,1133,Functional Ecology,NA,
3005719994,NSF-1250052,Crossref,NA,1250052,10.1007/S11664-020-07985-3,Journal,2020,6/1/20,127985767,NA,3,NA,18,NA,9,2,-0.000347826,-1.602825996,69,67.1138061,0,0,0,0,0,0,0,4,NA,NA,NA,Journal of Electronic Materials,"Characterization of Epitaxial β-(Al,Ga,In)2O3-Based Films and Applications as UV Photodetectors",,Springer US,49,6,3490,3498,Journal of Electronic Materials,NA,
3005728881,NSF-1735225,First,NA,1735225,10.1002/IMHJ.21835,Journal,2020,2/14/20,36953782,NA,9,NA,61,NA,6,1,-0.000516415,-0.703059006,998,45.6928235,0,0,0,0,0,0,3,1,NA,NA,NA,Tradition,Substance use and mothers' neural responses to infant cues.,,"John Wiley & Sons, Ltd",41,2,264,277,Tradition,NA,
3005848123,NSF-1449785,First,NA,1449785,10.1103/PHYSREVB.101.195432,Journal,2020,5/21/20,6791298,NA,1,NA,30,NA,2,1,0.000298864,181.6150337,30,770.5708682,NA,NA,0,0,0,0,0,2,NA,NA,NA,Physical Review B,Landau level phases in bilayer graphene under pressure at charge neutrality,,American Physical Society,101,19,195432,,Physical Review B,NA,
3005879312,NSF-1734815,First,NA,1734815,10.1080/10447318.2020.1726108,Journal,2020,2/13/20,165559636,NA,22,NA,34,NA,4,1,-0.001957426,0.75889129,177,52.71651506,0,0,0,0,1,0,0,2,NA,NA,NA,International Journal of Human-computer Interaction,Cybersickness in Virtual Reality Head-Mounted Displays: Examining the Influence of Sex Differences and Vehicle Control,,Taylor and Francis Ltd.,36,12,1161,1167,International Journal of Human-computer Interaction,NA,
3005935058,NSF-1449785,First,NA,1449785,10.1063/1.5131720,Journal,2020,2/10/20,77047749,NA,0,NA,39,NA,3,1,NA,-4.227322239,305,119.1805017,NA,NA,0,0,0,0,0,1,NA,NA,NA,Journal of Chemical Physics,Effects of surface charge and cluster size on the electrochemical dissolution of platinum nanoparticles using COMB3 and continuum electrolyte models,,AIP Publishing LLCAIP Publishing,152,6,064102,,Journal of Chemical Physics,NA,
3006077510,NSF-1425989,First,NA,1425989,10.1121/10.0000513,Journal,2020,2/11/20,11296630,NA,2,NA,0,NA,5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,3,NA,NA,NA,Journal of the Acoustical Society of America,Using a regional ocean model to understand the structure and variability of acoustic arrivals in Fram Strait.,,Acoustical Society of America ASA,147,2,1042,1053,Journal of the Acoustical Society of America,NA,
3006210185,NSF-1250052,Crossref,NA,1250052,10.1063/1.5140266,Journal,2020,2/11/20,77047749,NA,3,NA,35,NA,4,1,0.00012279,3.180481275,321,79.40206606,0,0,0,0,1,0,0,1,NA,NA,NA,Journal of Chemical Physics,Few-monolayer yttria-doped zirconia films: Segregation and phase stabilization.,,AIP Publishing,152,6,064709,,Journal of Chemical Physics,3006210185,
3006221282,NSF-1545261,First,NA,1545261,10.1002/RSE2.147,Journal,2020,9/1/20,2737234030,NA,3,NA,82,NA,5,3,-7.41E-05,-2.801847048,1601,50.93922682,0,0,0,0,0,0,0,1,NA,NA,NA,Remote Sensing in Ecology and Conservation,An unseen synchrony or recurrent resource pulse opportunity? linking fisheries with aeroecology,,"John Wiley & Sons, Ltd",6,3,366,380,Remote Sensing in Ecology and Conservation,NA,
3006226271,NSF-1840230,First,NA,1840230,10.3390/RS12040591,Journal,2020,2/11/20,43295729,NA,0,NA,20,NA,2,NA,NA,-12.46493515,155,131.0171635,NA,NA,0,0,0,0,0,1,NA,NA,NA,Remote Sensing,Coupling Atmospheric and Biological Remote Sensing to Investigate Boundary-Layer Evolution and Animal Flight Behavior as Affected by the 2017 North American Solar Eclipse,,Multidisciplinary Digital Publishing Institute,12,4,591,,Remote Sensing,NA,
3006226797,NSF-1735095,First,NA,1735095,10.1371/JOURNAL.PONE.0223812,Journal,2020,2/13/20,202381698,NA,14,NA,68,NA,9,2,-6.76E-05,-16.75746406,830,7.555842955,0,0,0,0,25,0,0,1,NA,NA,NA,PLOS ONE,Fractal dimension of cortical functional connectivity networks & severity of disorders of consciousness,,Public Library of Science (PLoS),15,2,,,PLOS ONE,NA,
3006233023,NSF-1545453,First,NA,1545453,10.3791/60782,Journal,2020,2/14/20,199738284,NA,6,NA,0,NA,7,1,NA,NA,NA,NA,0,0,0,0,6,0,0,2,NA,NA,NA,Journal of Visualized Experiments,Agrobacterium-Mediated Immature Embryo Transformation of Recalcitrant Maize Inbred Lines Using Morphogenic Genes.,,MyJove Corporation,NA,156,,,Journal of Visualized Experiments,NA,
3006260987,NSF-1545399,First,NA,1545399,10.1039/C9EN01246J,Journal,2020,4/17/20,2764968653,NA,0,NA,29,NA,8,3,NA,-43.32795555,141,18.0724349,NA,NA,0,0,0,0,0,1,NA,NA,NA,Environmental science. Nano,Rapid organic solvent extraction coupled with surface enhanced Raman spectroscopic mapping for ultrasensitive quantification of foliarly applied silver nanoparticles in plant leaves,,The Royal Society of Chemistry,7,4,1061,1067,Environmental science. Nano,NA,
3006425345,NSF-1633740,First,NA,1633740,10.1175/BAMS-D-19-0296.1,Journal,2021,8/1/21,140302479,NA,7,NA,37,NA,3,2,-0.00070406,7.004677165,261,112.2937229,0,0,0,0,5,0,0,1,NA,NA,NA,Bulletin of the American Meteorological Society,The making of a metric: Co-producing decision-relevant climate science,,American Meteorological Society,102,8,1,33,Bulletin of the American Meteorological Society,NA,
3006467025,NSF-1633213,First,NA,1633213,10.1021/ACS.JCIM.9B00835,Journal,2020,2/13/20,167262187,NA,2,NA,47,NA,3,1,0,-7.678142635,360,153.6231097,0,0,0,0,0,0,0,2,NA,NA,NA,Journal of Chemical Information and Modeling,Application of Symmetry Functions to Large Chemical Spaces Using a Convolutional Neural Network.,,American Chemical Society (ACS),60,4,1928,1935,Journal of Chemical Information and Modeling,NA,
3006554801,NSF-1545453,First,NA,1545453,10.35407/BAG.2019.XXX.02.01,,2019,12/28/19,NA,NA,1,NA,44,NA,4,1,-7.21E-06,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,MOLECULAR MARKER ANALYSIS OF SPIKE FERTILITY INDEX AND RELATED TRAITS IN A BREAD WHEAT RECOMBINANT INBRED LINE POPULATION,,Sociedad Argentina de Genética,30,2,7,20,Journal of Basic and Applied Genetics,NA,
3006801496,NSF-1545481,First,NA,1545481,10.1016/J.COGNITION.2020.104219,Journal,2020,6/1/20,88198767,NA,4,NA,61,NA,2,1,-0.000250579,-6.22286982,573,101.6811654,0,0,0,0,12,0,0,2,NA,NA,NA,Cognition,No calculation necessary: Accessing magnitude through decimals and fractions.,,Elsevier,199,NA,104219,104219,Cognition,NA,
3006802878,NSF-1449785,First,NA,1449785,10.1021/JACS.9B12980,Journal,2020,3/18/20,111155417,NA,11,NA,58,NA,4,2,-0.000421763,36.54589627,417,282.1375479,0,0,0,0,0,0,0,1,NA,NA,NA,Journal of the American Chemical Society,Control of Molecular Bonding Strength on Metal Catalysts with Organic Monolayers for CO2 Reduction.,,American Chemical Society,142,11,5184,5193,Journal of the American Chemical Society,NA,
3006910049,NSF-1735095,First,NA,1735095,10.1530/ERC-19-0441,Journal,2020,8/1/20,193349529,NA,4,NA,33,NA,14,8,-0.000608273,-16.43375568,329,41.24831232,0,0,0,0,0,0,1,1,NA,NA,NA,Endocrine-related Cancer,HEREDITARY ENDOCRINE TUMOURS: CURRENT STATE-OF-THE-ART AND RESEARCH OPPORTUNITIES: MEN1-related pancreatic NETs: identification of unmet clinical needs and future directives,,Endocr Relat Cancer,27,8,,,Endocrine-related Cancer,NA,
3007111733,NSF-1144423,Crossref,NA,1144423,10.1039/C9EM00528E,Journal,2020,5/28/20,6640965,NA,3,NA,269,NA,2,1,-7.32E-05,-2.53035362,3873,47.14870571,0,0,0,0,1,0,0,1,NA,NA,NA,Environmental Science: Processes & Impacts,Cross-ecosystem nutrient subsidies in Arctic and alpine lakes: implications of global change for remote lakes,,The Royal Society of Chemistry,22,5,1166,1189,Environmental Science: Processes & Impacts,NA,
3007376517,NSF-1069283,Crossref,NA,1069283,10.1029/2019GL086010,Journal,2020,3/28/20,36624081,NA,2,NA,51,NA,4,1,-0.000501002,-19.37024866,285,83.96940792,0,0,0,0,0,0,0,3,NA,NA,NA,Geophysical Research Letters,Observations show that wind farms substantially modify the atmospheric boundary layer thermal stratification transition in the early evening,,"John Wiley & Sons, Ltd",47,6,,,Geophysical Research Letters,NA,
3007416832,NSF-1632976,First,NA,1632976,10.1063/1.5140980,Journal,2020,2/28/20,77047749,NA,3,NA,39,NA,3,1,-9.12E-05,-22.78222865,358,11.12172151,0,0,0,0,1,0,0,4,NA,NA,NA,Journal of Chemical Physics,Gibbs free energy change of a discrete chemical reaction event.,,AIP Publishing LLCAIP Publishing,152,8,084116,,Journal of Chemical Physics,NA,
3007534620,NSF-1450032,First,NA,1450032,10.1038/S41564-020-0667-3,Journal,2020,2/24/20,2764926557,NA,10,NA,73,NA,7,1,-4.78E-05,32.26883464,612,155.1256369,0,0,0,0,1,0,1,1,NA,NA,NA,Nature microbiology,FttA is a CPSF73 homologue that terminates transcription in Archaea,,Springer Science and Business Media LLC,5,4,545,553,Nature microbiology,NA,
3007550109,NSF-1922694,Second,0.072885646,1922694,10.1061/9780784482810.071,,2020,2/21/20,NA,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,NA,NA,NA,Integrating Geotechnical Engineering Research into K-12 Education through a Graduate Course in Engineering Education,,American Society of Civil Engineers,NA,NA,685,693,Geo-Congress 2020,NA,
3007553539,NSF-1633631,First,NA,1633631,10.1109/TGRS.2020.2968029,Journal,2020,2/27/20,111326731,NA,6,NA,32,NA,6,1,5.66347624171717e-05,-14.8220726,214,12.41526552,0,0,0,0,0,0,0,2,NA,NA,NA,IEEE Transactions on Geoscience and Remote Sensing,Forecasting Daily Wildfire Activity Using Poisson Regression,,IEEE,58,7,4837,4851,IEEE Transactions on Geoscience and Remote Sensing,NA,
3007568654,NSF-1735252,First,NA,1735252,10.1080/19396368.2019.1701139,Journal,2020,2/17/20,171426405,NA,8,NA,30,NA,7,1,-0.000948317,-10.10034875,213,11.01311606,0,0,0,0,1,0,0,1,NA,NA,NA,Systems Biology in Reproductive Medicine,Morphometric analysis of sperm used for IVP by three different separation methods with spatial light interference microscopy.,,Syst Biol Reprod Med,66,1,26,36,Systems Biology in Reproductive Medicine,NA,
3007635275,NSF-1545309,First,NA,1545309,10.35831/SOR/ERH/RC022020,,2020,2/1/20,NA,NA,0,NA,0,NA,5,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,NA,NA,NA,NA,"The biological, biographical, and biospheric dimensions of puberty onset: Using Bio3Science to frame transdisciplinary health research on puberty",,Spotlight on Research,NA,NA,,,Spotlight on Exploratory Research in Health,NA,
3007640258,NSF-1144860,Crossref,NA,1144860,10.1007/S12561-020-09265-4,Journal,2020,2/28/20,89613883,NA,2,NA,16,NA,4,3,0.001643385,-1.028245254,24,37.05612969,0,0,0,0,0,0,2,1,NA,NA,NA,Statistics in Biosciences,Comparison of HIV Prevalence Among Antenatal Clinic Attendees Estimated from Routine Testing and Unlinked Anonymous Testing,,Springer US,12,3,279,294,Statistics in Biosciences,NA,
3007945557,NSF-1922591,First,NA,1922591,10.1145/3373087.3375317,Conference,2020,2/23/20,NA,1136755600,2,NA,8,NA,4,1,-0.001893939,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Energy-Efficient 360-Degree Video Rendering on FPGA via Algorithm-Architecture Co-Design,FPGA,ACM,NA,NA,97,103,field programmable gate arrays,NA,
3008000452,NSF-1927827,First,NA,1927827,10.1016/J.RSER.2020.109781,Journal,2020,5/1/20,68497187,NA,13,NA,54,NA,7,3,0.000133958,-8.476746709,627,1.959774769,0,0,0,0,0,0,0,4,NA,NA,NA,Renewable & Sustainable Energy Reviews,Energy choices in Alaska: Mining people's perception and attitudes from geotagged tweets,,Pergamon,124,NA,109781,,Renewable & Sustainable Energy Reviews,NA,
3008030068,NSF-1633299,Crossref,NA,1633299,10.1364/OE.28.006734,Journal,2020,3/2/20,178776955,NA,4,NA,32,NA,6,3,-0.000525072,-33.76627174,98,12.47314533,0,0,0,0,0,0,0,3,NA,NA,NA,Optics Express,Eccentricity effects on blur and depth perception.,,The Optical Society,28,5,6734,6739,Optics Express,3008030068,
3008063097,NSF-1735252,First,NA,1735252,10.1371/JOURNAL.PONE.0241084,Journal,2020,11/19/20,202381698,NA,3,NA,50,NA,10,1,-0.000289771,-32.74825375,538,3.263073398,0,0,0,0,1,0,2,2,NA,NA,NA,PLOS ONE,Quantifying myelin content in brain tissue using color Spatial Light Interference Microscopy (cSLIM).,,Public Library of Science,15,11,,,PLOS ONE,NA,
3008183976,NSF-1449785,First,NA,1449785,10.1002/ANIE.202001440,Journal,2020,5/4/20,67393510,NA,13,NA,50,NA,9,3,-0.001388188,20.001904,310,290.6806127,0,0,0,0,0,0,0,3,NA,NA,NA,Angewandte Chemie,A Benchtop Method for Appending Protic Functional Groups to N‐Heterocyclic Carbene Protected Gold Nanoparticles,,"John Wiley & Sons, Ltd",59,19,7585,7590,Angewandte Chemie,NA,
3008202543,NSF-1829008,First,NA,1829008,10.1016/J.PROMFG.2020.01.286,Journal,2019,1/1/19,2898447089,NA,0,NA,13,NA,6,1,NA,-5.536228998,36,23.8485772,NA,NA,0,0,0,0,0,1,NA,NA,NA,Procedia Manufacturing,Evaluation of Wearable Visual Assistance System for Manual Automotive Assembly,,Elsevier,39,NA,141,148,Procedia Manufacturing,NA,
3008213190,NSF-1545403,First,NA,1545403,10.1557/ADV.2020.140,Journal,2020,2/1/20,2764592206,NA,0,NA,14,NA,5,1,NA,-3.952979073,49,19.66666667,NA,NA,0,0,0,0,0,1,NA,NA,NA,MRS Advances,Intellectual Community as a Bridge of Interdisciplinary Graduate Education in Materials Data Science,,Springer Science and Business Media LLC,5,7,355,362,MRS Advances,NA,
3008213262,NSF-1829008,First,NA,1829008,10.1016/J.PROMFG.2020.01.332,Journal,2019,1/1/19,2898447089,NA,2,NA,17,NA,6,1,-0.002059732,-12.23580707,39,13.82032687,1,1,0,0,0,0,0,1,NA,NA,NA,Procedia Manufacturing,Associate Finger Engagement During Manual Assembly in Automotive Production for Smart Wearable Systems,,Elsevier BV,39,NA,251,259,Procedia Manufacturing,NA,
3008224107,NSF-1735225,First,NA,1735225,10.3758/S13414-020-01971-X,Journal,2020,7/1/20,173952958,NA,3,NA,32,NA,2,2,-6.29E-05,-0.777373268,158,115.9736525,0,0,0,0,1,0,0,2,NA,NA,NA,Attention Perception & Psychophysics,Talker normalization is mediated by structured indexical information.,,Springer US,82,5,2237,2243,Attention Perception & Psychophysics,NA,
3008423948,NSF-1828942,First,NA,1828942,10.1016/J.PROMFG.2020.01.271,Journal,2019,1/1/19,2898447089,NA,2,NA,19,NA,3,2,0.000270343,-0.222108775,94,403.8360416,1,1,0,0,0,0,0,1,NA,NA,NA,Procedia Manufacturing,Applying Text-mining Techniques to Global Supply Chain Region Selection: Considering Regional Differences,,Elsevier BV,39,NA,1691,1698,Procedia Manufacturing,NA,
3008633917,NSF-1633213,First,NA,1633213,10.1016/J.BBRC.2020.02.074,Journal,2020,4/23/20,151589183,NA,9,NA,16,NA,3,1,0.00024558,8.86488093,120,109.0719057,0,0,0,0,1,0,0,1,NA,NA,NA,Biochemical and Biophysical Research Communications,Disrupted blood-brain barrier in 5×FAD mouse model of Alzheimer’s disease can be mimicked and repaired in vitro with neural stem cell-derived exosomes,,Biochem Biophys Res Commun,525,1,192,196,Biochemical and Biophysical Research Communications,NA,
3008716926,NSF-1545453,First,NA,1545453,10.1002/CSC2.20136,Journal,2020,3/1/20,48277251,NA,1,NA,27,NA,7,2,0.000546747,-4.467307779,254,30.1182739,NA,NA,0,0,0,0,0,1,NA,NA,NA,Crop Science,Development of novel perennial Sorghum bicolor × S. propinquum hybrids,,"John Wiley & Sons, Ltd",60,2,863,872,Crop Science,NA,
3008717732,NSF-1449617,First,NA,1449617,10.1029/2019TC006019,Journal,2020,3/1/20,6410836,NA,6,NA,105,NA,3,2,-0.000409389,9.470604693,577,413.958674,0,0,0,0,0,0,0,1,NA,NA,NA,Tectonics,"Spatiotemporal Variations in Upper Crustal Extension Across the Different Basement Terranes of the Lake Tanganyika Rift, East Africa",,"John Wiley & Sons, Ltd",39,3,,,Tectonics,NA,
3008869742,NSF-1633740,First,NA,1633740,10.3390/IJERPH17041384,Journal,2020,2/21/20,15239247,NA,10,NA,44,NA,4,2,0,-20.64469295,503,7.22931816,0,0,0,0,0,0,0,1,NA,NA,NA,International Journal of Environmental Research and Public Health,"Understanding Open Defecation in the Age of Swachh Bharat Abhiyan: Agency, Accountability, and Anger in Rural Bihar.",,Int J Environ Res Public Health,17,4,1384,1384,International Journal of Environmental Research and Public Health,NA,
3008958361,NSF-1735252,First,NA,1735252,,Repository,2020,2/19/20,NA,NA,5,NA,0,NA,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,PICS: Phase Imaging with Computational Specificity,,,NA,NA,,,ArXivorg,NA,
3008991718,NSF-1449785,First,NA,1449785,10.1116/1.5141995,Journal,2020,2/20/20,52593085,NA,7,NA,0,NA,2,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,Journal of Vacuum Science and Technology,Surface science of shape-selective metal nanocrystal synthesis from first-principles: Growth of Cu nanowires and nanocubes,,American Vacuum Society,38,2,023210,,Journal of Vacuum Science and Technology,NA,
3009146608,NSF-1545188,Second,0.984271465,1545188,10.1007/978-3-030-26086-6_24,,2020,2/1/20,NA,NA,3,NA,222,NA,10,9,-6.95E-05,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,Forest-Water Interactions Under Global Change,,"Springer, Cham",NA,NA,589,624,,NA,
3009252081,NSF-1922560,First,NA,1922560,10.1111/MEC.15398,Journal,2020,3/1/20,22454499,NA,12,NA,86,NA,9,6,-0.00014567,-9.185512267,1501,61.05056809,0,0,0,0,0,0,0,2,NA,NA,NA,Molecular Ecology,Movement ecology and sex are linked to barn owl microbial community composition.,,"John Wiley & Sons, Ltd",29,7,1358,1371,Molecular Ecology,NA,
3009429778,NSF-1068871,Crossref,NA,1068871,10.1063/1.5126104,Journal,2020,3/2/20,187806540,NA,4,NA,81,NA,2,1,5.0218450258625e-05,-4.193077725,1147,143.6585591,0,0,0,0,0,0,0,1,NA,NA,NA,Chaos,Modeling the effects of sinusoidal stimulation and synaptic plasticity on linked neural oscillators,,Chaos,30,3,033105,,Chaos,NA,
3009438194,NSF-1545399,First,NA,1545399,10.1002/ANIE.202002748,Journal,2020,6/22/20,67393510,NA,8,NA,34,NA,5,1,-0.000193311,-27.48005037,237,70.1694422,0,0,0,0,1,0,0,2,NA,NA,NA,Angewandte Chemie,Cellular AND Gates: Synergistic Recognition to Boost Selective Uptake of Polymeric Nanoassemblies,,Angew Chem Int Ed Engl,59,26,10456,10460,Angewandte Chemie,NA,
3009440601,NSF-1735225,First,NA,1735225,10.1016/J.JCOMDIS.2020.105983,Journal,2020,3/1/20,145707319,NA,0,NA,22,NA,2,1,NA,1.510777522,60,126.4460577,NA,NA,0,0,0,0,0,1,NA,NA,NA,Journal of Communication Disorders,How are SLPs managing services for people with mild aphasia,,Elsevier,84,NA,105983,105983,Journal of Communication Disorders,NA,
